ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Cleanliness,Food and Drink,Baggage Handling,Satisfaction
10200,Female,38,Returning,Business,Business,295,0,0.0,4,5,3,4,5,4,5,4,Satisfied
10201,Female,51,Returning,Business,Business,429,0,0.0,4,5,1,5,5,3,2,5,Satisfied
10202,Male,54,Returning,Business,Business,316,0,0.0,5,5,3,5,5,3,4,5,Satisfied
10203,Male,40,Returning,Business,Business,2025,0,0.0,4,4,4,4,4,3,2,4,Satisfied
10204,Female,22,First-time,Business,Economy,517,54,51.0,3,5,4,5,4,4,4,5,Satisfied
10205,Female,60,Returning,Business,Business,2574,0,0.0,5,4,2,4,5,3,3,4,Satisfied
10206,Female,44,First-time,Business,Business,166,44,48.0,3,5,1,3,4,4,4,5,Satisfied
10207,Female,51,Returning,Business,Business,2965,109,104.0,3,5,5,4,4,3,3,5,Satisfied
10208,Female,51,Returning,Business,Business,429,0,10.0,3,4,4,5,5,4,4,5,Satisfied
10209,Male,52,Returning,Business,Business,2909,0,6.0,4,3,4,2,3,1,2,2,Neutral or Dissatisfied
10210,Male,34,Returning,Business,Business,3415,144,135.0,4,4,1,2,4,4,4,5,Satisfied
10211,Male,53,Returning,Business,Business,396,6,18.0,3,5,2,5,4,5,5,5,Satisfied
10212,Female,59,Returning,Business,Business,2392,0,0.0,3,5,5,4,5,3,5,4,Satisfied
10213,Female,55,Returning,Business,Business,163,0,0.0,5,4,2,5,4,3,4,4,Satisfied
10214,Male,45,Returning,Business,Business,2590,48,43.0,3,4,5,5,4,4,5,5,Satisfied
10215,Male,32,Returning,Business,Business,308,5,5.0,3,4,1,3,4,4,4,5,Satisfied
10216,Female,24,Returning,Business,Business,3332,61,69.0,3,4,2,4,5,5,5,5,Satisfied
10217,Male,44,First-time,Business,Business,166,0,0.0,5,5,4,4,5,5,5,5,Satisfied
10218,Female,48,Returning,Business,Business,3822,0,6.0,5,4,1,4,4,4,3,4,Satisfied
10219,Male,35,Returning,Business,Business,2549,3,0.0,4,4,1,4,5,4,4,4,Satisfied
10220,Male,51,Returning,Business,Business,2377,0,0.0,3,4,3,5,5,5,3,5,Satisfied
10221,Female,19,Returning,Business,Business,2538,2,3.0,2,1,2,4,1,1,1,3,Neutral or Dissatisfied
10222,Male,38,Returning,Business,Business,216,29,24.0,4,4,5,4,5,4,3,4,Satisfied
10223,Female,49,Returning,Business,Business,301,0,0.0,3,4,4,4,5,3,2,4,Satisfied
10224,Male,41,Returning,Business,Business,2115,0,0.0,2,4,3,2,3,1,3,2,Neutral or Dissatisfied
10225,Male,47,Returning,Business,Business,308,10,20.0,4,4,4,5,4,3,5,5,Satisfied
10226,Male,45,Returning,Business,Business,3728,4,1.0,3,5,5,5,5,3,4,5,Satisfied
10227,Male,51,Returning,Business,Business,1750,0,0.0,2,3,4,2,4,3,2,2,Neutral or Dissatisfied
10228,Male,41,Returning,Business,Business,3341,0,1.0,5,5,3,4,4,5,2,4,Satisfied
10229,Female,61,Returning,Business,Business,458,0,0.0,5,5,4,4,5,3,4,4,Satisfied
10230,Female,36,First-time,Business,Business,247,0,0.0,4,3,3,3,5,2,2,2,Neutral or Dissatisfied
10231,Male,30,Returning,Business,Business,429,24,20.0,4,2,1,2,2,2,2,3,Neutral or Dissatisfied
10232,Female,48,Returning,Business,Business,301,0,0.0,3,5,5,4,4,3,2,4,Satisfied
10233,Male,55,Returning,Business,Business,2252,0,0.0,1,4,5,4,3,1,2,4,Neutral or Dissatisfied
10234,Female,35,Returning,Business,Business,309,0,0.0,5,4,2,5,4,3,3,5,Satisfied
10235,Male,43,Returning,Business,Business,1517,0,0.0,3,4,1,2,4,3,1,1,Neutral or Dissatisfied
10236,Female,48,Returning,Business,Business,3195,0,0.0,2,3,1,2,4,3,3,2,Neutral or Dissatisfied
10237,Female,43,Returning,Business,Business,3149,0,0.0,5,4,4,4,4,3,3,4,Satisfied
10238,Male,20,First-time,Business,Economy,312,16,16.0,2,3,3,2,1,1,1,4,Neutral or Dissatisfied
10239,Female,60,Returning,Personal,Business,458,20,4.0,1,3,4,3,4,4,4,3,Satisfied
10240,Female,19,Returning,Personal,Business,667,14,0.0,5,5,4,5,5,5,5,4,Satisfied
10241,Female,35,Returning,Personal,Business,458,84,69.0,4,4,2,1,4,3,2,1,Neutral or Dissatisfied
10242,Female,18,Returning,Personal,Business,166,0,0.0,4,4,3,3,2,3,3,4,Satisfied
10243,Male,35,Returning,Personal,Business,224,4,2.0,3,3,3,1,4,1,2,1,Neutral or Dissatisfied
10244,Male,46,Returning,Personal,Business,429,0,0.0,5,5,3,2,4,5,4,2,Neutral or Dissatisfied
10245,Female,65,Returning,Personal,Business,482,0,0.0,2,4,3,2,3,3,4,2,Neutral or Dissatisfied
10246,Male,48,Returning,Personal,Business,229,0,0.0,3,5,2,5,5,4,2,5,Neutral or Dissatisfied
10247,Female,47,Returning,Personal,Business,201,0,0.0,2,4,5,1,1,5,2,1,Neutral or Dissatisfied
10248,Male,58,Returning,Personal,Business,295,0,0.0,4,4,2,5,4,3,3,5,Neutral or Dissatisfied
10249,Male,61,Returning,Personal,Business,316,12,9.0,4,4,4,3,3,1,3,3,Neutral or Dissatisfied
10250,Male,67,Returning,Personal,Business,191,5,10.0,4,5,4,1,4,4,2,1,Neutral or Dissatisfied
10251,Male,41,Returning,Personal,Business,166,0,0.0,5,5,4,2,4,5,3,2,Satisfied
10252,Male,31,Returning,Personal,Business,216,0,0.0,1,1,5,5,4,4,4,1,Neutral or Dissatisfied
10253,Female,43,Returning,Personal,Business,163,0,0.0,3,5,1,2,4,3,5,2,Neutral or Dissatisfied
10254,Male,61,Returning,Personal,Business,163,0,0.0,5,5,4,5,5,5,5,5,Neutral or Dissatisfied
10255,Female,17,Returning,Personal,Business,224,0,0.0,3,3,2,2,2,3,3,2,Neutral or Dissatisfied
10256,Male,12,Returning,Personal,Business,134,156,168.0,5,3,4,1,5,5,1,3,Neutral or Dissatisfied
10257,Female,46,Returning,Personal,Business,247,0,0.0,5,5,4,5,4,5,4,5,Neutral or Dissatisfied
10258,Male,58,Returning,Personal,Business,316,0,1.0,5,4,3,4,1,1,1,3,Neutral or Dissatisfied
10259,Female,43,Returning,Personal,Business,312,86,79.0,3,5,1,1,4,4,4,4,Neutral or Dissatisfied
10260,Male,63,Returning,Personal,Business,316,27,16.0,3,4,4,5,4,5,3,5,Neutral or Dissatisfied
10261,Female,7,Returning,Personal,Business,166,0,0.0,4,4,4,4,1,5,5,5,Neutral or Dissatisfied
10262,Female,63,Returning,Personal,Business,216,0,0.0,3,3,4,3,4,1,2,3,Neutral or Dissatisfied
10263,Male,10,Returning,Personal,Business,201,0,19.0,4,1,3,2,4,4,4,4,Neutral or Dissatisfied
10264,Female,13,Returning,Personal,Business,201,0,0.0,4,1,3,2,3,3,3,3,Neutral or Dissatisfied
10265,Female,41,Returning,Personal,Business,295,2,0.0,3,1,4,4,2,4,2,4,Neutral or Dissatisfied
10266,Male,59,Returning,Personal,Business,201,0,0.0,4,4,4,4,4,2,3,4,Neutral or Dissatisfied
10267,Female,65,Returning,Personal,Business,270,0,0.0,3,5,1,1,4,5,2,1,Satisfied
10268,Male,30,Returning,Personal,Business,429,0,0.0,3,2,3,1,5,5,5,1,Neutral or Dissatisfied
10269,Male,27,Returning,Personal,Business,74,1,1.0,1,2,4,2,5,5,5,3,Neutral or Dissatisfied
10270,Male,26,Returning,Personal,Business,316,1,0.0,3,2,1,5,4,2,2,5,Neutral or Dissatisfied
10271,Female,24,Returning,Personal,Business,312,27,22.0,4,2,4,5,1,1,1,4,Neutral or Dissatisfied
10272,Male,53,Returning,Personal,Business,224,0,0.0,5,4,4,3,4,4,3,3,Neutral or Dissatisfied
10273,Female,50,Returning,Personal,Business,201,0,0.0,4,4,4,1,3,4,2,1,Satisfied
10274,Male,37,Returning,Personal,Business,191,149,140.0,4,4,4,2,4,4,2,5,Neutral or Dissatisfied
10275,Male,52,Returning,Personal,Business,191,97,91.0,3,4,3,1,3,2,2,1,Neutral or Dissatisfied
10276,Male,58,Returning,Personal,Business,158,0,0.0,3,4,3,2,5,4,2,2,Neutral or Dissatisfied
10277,Male,50,Returning,Business,Business,2883,88,79.0,4,5,3,4,5,4,3,4,Satisfied
10278,Female,24,First-time,Business,Business,201,84,90.0,3,5,1,4,1,1,1,5,Satisfied
10279,Male,41,Returning,Business,Business,3126,7,9.0,4,4,2,5,5,5,4,5,Satisfied
10280,Male,26,Returning,Business,Business,2890,2,2.0,4,4,4,4,4,4,4,5,Satisfied
10281,Female,59,Returning,Business,Business,247,29,23.0,4,5,2,4,4,3,2,4,Satisfied
10282,Male,60,Returning,Business,Business,1919,42,37.0,5,5,3,5,5,3,2,5,Satisfied
10283,Male,32,First-time,Business,Business,301,0,0.0,4,1,4,4,1,1,1,4,Neutral or Dissatisfied
10284,Male,55,Returning,Business,Business,301,0,0.0,5,5,3,4,5,4,2,4,Satisfied
10285,Female,24,First-time,Business,Economy,316,0,0.0,2,3,4,3,3,3,3,3,Neutral or Dissatisfied
10286,Female,44,Returning,Business,Business,201,0,0.0,5,4,1,5,5,5,4,4,Satisfied
10287,Female,24,First-time,Business,Economy,316,0,0.0,5,2,2,5,5,5,5,5,Neutral or Dissatisfied
10288,Male,55,Returning,Business,Business,2910,0,1.0,5,5,1,4,5,4,4,4,Satisfied
10289,Female,22,First-time,Business,Business,201,21,24.0,3,4,1,5,2,2,2,5,Satisfied
10290,Female,49,Returning,Business,Business,224,0,3.0,4,4,4,5,4,3,5,5,Satisfied
10291,Female,58,First-time,Business,Business,316,0,0.0,3,3,1,3,3,3,3,4,Satisfied
10292,Female,26,First-time,Business,Business,216,15,27.0,4,4,1,3,5,5,5,5,Neutral or Dissatisfied
10293,Female,55,Returning,Business,Business,3504,0,0.0,3,4,3,4,4,5,5,4,Satisfied
10294,Female,51,Returning,Business,Business,1930,0,0.0,5,4,5,5,4,5,2,5,Satisfied
10295,Male,24,Returning,Business,Business,2502,141,141.0,4,5,1,2,4,4,4,4,Satisfied
10296,Male,41,First-time,Business,Business,301,0,0.0,5,5,3,4,2,2,2,5,Satisfied
10297,Female,42,Returning,Business,Business,429,18,13.0,4,4,1,5,5,3,4,5,Satisfied
10298,Female,49,First-time,Business,Business,316,0,1.0,3,1,3,3,4,4,4,4,Neutral or Dissatisfied
10299,Male,46,Returning,Business,Business,1865,0,0.0,5,4,1,5,5,5,3,5,Satisfied
10300,Male,20,First-time,Business,Economy,301,0,0.0,3,4,2,3,4,4,4,5,Neutral or Dissatisfied
10301,Female,23,First-time,Business,Business,163,0,6.0,5,0,1,4,4,4,4,4,Satisfied
10302,Male,58,Returning,Business,Business,216,11,0.0,5,4,3,4,5,5,4,5,Satisfied
10303,Female,53,Returning,Business,Business,2553,9,8.0,3,5,1,4,4,5,5,4,Satisfied
10304,Female,52,Returning,Business,Business,3676,155,152.0,5,5,1,2,5,5,5,5,Satisfied
10305,Male,49,Returning,Business,Business,3702,80,79.0,4,5,3,5,5,4,5,5,Satisfied
10306,Female,56,Returning,Business,Business,2956,0,0.0,5,4,2,5,5,4,4,5,Satisfied
10307,Female,33,First-time,Business,Business,216,10,0.0,4,1,1,5,2,2,2,5,Neutral or Dissatisfied
10308,Male,48,Returning,Business,Business,308,0,0.0,5,5,5,4,5,4,2,4,Satisfied
10309,Male,49,Returning,Business,Business,308,0,0.0,4,5,5,4,4,3,2,4,Satisfied
10310,Female,60,Returning,Business,Business,247,27,14.0,5,5,2,4,5,5,3,4,Satisfied
10311,Male,58,Returning,Business,Business,2415,19,19.0,3,4,2,4,5,3,4,4,Satisfied
10312,Male,24,First-time,Business,Business,482,0,0.0,4,3,1,5,1,3,3,4,Satisfied
10313,Female,40,Returning,Business,Business,2306,0,0.0,5,4,2,4,5,4,5,4,Satisfied
10314,Male,37,First-time,Business,Business,163,0,0.0,5,3,4,3,3,3,3,5,Neutral or Dissatisfied
10315,Female,48,Returning,Business,Business,2267,0,0.0,4,5,5,5,4,3,2,5,Satisfied
10316,Male,53,Returning,Business,Business,1589,13,9.0,5,5,5,4,4,3,3,4,Satisfied
10317,Female,55,Returning,Business,Business,1965,54,55.0,5,4,5,3,4,5,3,3,Satisfied
10318,Female,54,Returning,Business,Business,1510,0,0.0,3,4,1,4,5,5,3,5,Satisfied
10319,Male,46,Returning,Business,Business,140,19,11.0,3,4,1,1,5,5,4,1,Satisfied
10320,Female,18,First-time,Business,Economy,667,75,66.0,5,3,5,4,2,2,2,5,Neutral or Dissatisfied
10321,Female,52,Returning,Business,Business,3524,0,0.0,3,4,5,4,4,3,5,4,Satisfied
10322,Female,46,Returning,Business,Business,316,0,0.0,5,4,3,4,4,3,5,4,Satisfied
10323,Male,60,Returning,Business,Business,2355,29,38.0,4,4,3,1,5,4,3,1,Satisfied
10324,Female,50,Returning,Business,Business,295,0,0.0,3,4,3,4,5,4,2,4,Satisfied
10325,Female,33,Returning,Business,Business,1763,0,0.0,5,4,3,4,5,4,3,4,Satisfied
10326,Male,29,First-time,Business,Business,229,48,36.0,4,5,2,3,2,2,2,4,Satisfied
10327,Female,57,Returning,Business,Business,3582,0,0.0,4,4,1,5,5,5,2,5,Satisfied
10328,Female,20,First-time,Business,Economy,308,11,16.0,4,2,3,4,5,5,5,4,Neutral or Dissatisfied
10329,Female,49,Returning,Business,Business,1727,23,13.0,4,5,1,4,4,3,5,4,Satisfied
10330,Female,54,Returning,Business,Business,3719,0,4.0,5,5,1,4,4,5,3,4,Satisfied
10331,Female,21,First-time,Business,Business,201,0,0.0,3,4,1,3,3,4,4,4,Satisfied
10332,Female,40,Returning,Business,Business,2315,14,25.0,3,5,1,5,4,3,2,5,Satisfied
10333,Female,43,Returning,Business,Business,3824,1,0.0,3,4,5,4,4,4,5,4,Satisfied
10334,Male,24,First-time,Business,Economy,224,0,0.0,5,2,2,4,3,3,3,5,Neutral or Dissatisfied
10335,Female,36,First-time,Business,Business,458,0,0.0,4,2,1,3,3,3,3,5,Neutral or Dissatisfied
10336,Female,50,First-time,Business,Business,166,0,0.0,3,4,4,4,1,1,1,4,Neutral or Dissatisfied
10337,Female,30,Returning,Business,Business,2822,18,17.0,4,4,1,3,4,4,4,5,Satisfied
10338,Female,27,First-time,Business,Business,517,0,0.0,3,2,3,3,3,3,3,5,Neutral or Dissatisfied
10339,Female,37,Returning,Business,Business,1519,21,5.0,4,5,2,2,5,4,4,2,Satisfied
10340,Male,37,First-time,Business,Business,201,9,1.0,4,4,1,4,1,4,4,4,Satisfied
10341,Male,57,Returning,Business,Business,312,13,12.0,5,5,3,4,5,3,3,4,Satisfied
10342,Male,49,Returning,Business,Business,74,0,0.0,3,4,1,5,4,5,2,5,Satisfied
10343,Female,54,Returning,Business,Business,2373,0,0.0,4,5,4,4,5,5,4,4,Satisfied
10344,Female,39,First-time,Business,Business,247,94,95.0,4,2,1,3,2,2,2,4,Neutral or Dissatisfied
10345,Male,47,Returning,Business,Business,1631,0,0.0,3,4,2,5,5,3,3,5,Satisfied
10346,Male,57,Returning,Business,Business,316,6,0.0,5,5,4,4,4,4,3,4,Satisfied
10347,Male,46,Returning,Business,Business,2460,0,0.0,3,5,5,5,4,3,4,5,Satisfied
10348,Male,20,First-time,Business,Business,158,0,0.0,5,4,3,3,4,4,4,5,Satisfied
10349,Male,58,Returning,Business,Business,316,0,0.0,5,5,1,5,4,3,5,5,Satisfied
10350,Male,27,Returning,Business,Business,301,22,24.0,5,4,5,3,4,4,4,5,Satisfied
10351,Male,58,Returning,Business,Business,201,17,17.0,5,4,4,4,4,4,2,5,Satisfied
10352,Female,51,Returning,Business,Business,316,89,83.0,4,4,5,3,4,5,2,3,Satisfied
10353,Female,30,Returning,Business,Business,216,0,0.0,4,5,3,4,5,5,5,4,Satisfied
10354,Female,55,Returning,Business,Business,1778,0,0.0,3,5,4,5,5,5,3,5,Satisfied
10355,Male,27,First-time,Business,Business,134,74,81.0,4,1,4,5,4,4,4,4,Neutral or Dissatisfied
10356,Male,52,Returning,Business,Business,3326,16,24.0,4,5,4,5,5,5,5,5,Satisfied
10357,Male,27,Returning,Business,Business,3008,0,0.0,3,5,2,3,5,5,5,4,Satisfied
10358,Female,50,Returning,Business,Business,3303,97,116.0,4,5,3,3,4,5,2,3,Satisfied
10359,Male,62,Returning,Business,Business,2322,0,0.0,5,5,2,4,5,3,4,4,Satisfied
10360,Male,60,Returning,Business,Business,3287,0,0.0,3,5,3,5,5,4,5,5,Satisfied
10361,Female,52,Returning,Business,Business,158,0,0.0,3,5,1,5,4,5,4,4,Satisfied
10362,Female,39,First-time,Business,Business,247,0,0.0,4,2,1,4,2,2,2,5,Neutral or Dissatisfied
10363,Female,40,Returning,Business,Business,3050,68,80.0,4,4,3,4,5,3,3,4,Satisfied
10364,Female,44,Returning,Business,Business,295,38,28.0,5,4,5,4,5,5,2,4,Satisfied
10365,Male,53,Returning,Business,Business,2902,122,110.0,3,5,1,4,5,5,4,4,Satisfied
10366,Male,43,Returning,Business,Business,2130,0,0.0,4,4,3,4,5,4,3,4,Satisfied
10367,Female,22,First-time,Business,Business,517,0,0.0,3,5,1,3,1,5,5,5,Satisfied
10368,Male,41,Returning,Business,Business,201,0,0.0,5,4,4,4,4,3,2,5,Satisfied
10369,Male,38,First-time,Business,Business,667,173,178.0,3,1,3,3,3,3,4,4,Satisfied
10370,Male,38,First-time,Business,Business,247,87,76.0,5,5,2,4,1,1,1,4,Satisfied
10371,Female,41,Returning,Business,Business,247,0,0.0,5,4,1,5,4,5,2,5,Satisfied
10372,Male,19,First-time,Business,Business,517,7,8.0,4,4,4,5,3,3,3,5,Satisfied
10373,Female,52,Returning,Business,Business,224,1,14.0,3,4,1,5,5,3,2,5,Satisfied
10374,Male,41,First-time,Business,Business,316,0,20.0,4,3,5,3,1,1,1,4,Neutral or Dissatisfied
10375,Male,29,Returning,Business,Business,312,0,12.0,5,4,3,4,4,4,4,4,Satisfied
10376,Female,42,Returning,Business,Business,2902,0,0.0,4,4,3,5,4,5,5,4,Satisfied
10377,Male,24,First-time,Business,Business,429,0,0.0,5,4,2,3,5,5,5,4,Satisfied
10378,Female,50,Returning,Business,Business,3777,47,34.0,4,4,5,4,4,4,5,5,Satisfied
10379,Male,36,First-time,Business,Business,247,0,0.0,3,4,1,4,5,5,5,4,Neutral or Dissatisfied
10380,Female,46,Returning,Business,Business,1998,18,23.0,4,5,4,4,5,5,4,4,Satisfied
10381,Male,39,Returning,Business,Business,429,0,0.0,3,5,2,4,5,5,2,4,Satisfied
10382,Female,54,Returning,Business,Business,667,142,151.0,3,3,2,4,3,3,4,4,Satisfied
10383,Female,56,First-time,Business,Business,158,47,49.0,5,1,2,3,3,3,3,5,Neutral or Dissatisfied
10384,Male,24,First-time,Business,Economy,301,0,0.0,5,4,3,5,1,1,1,5,Satisfied
10385,Male,45,Returning,Business,Business,3523,6,4.0,4,5,2,5,4,4,2,5,Satisfied
10386,Male,44,First-time,Business,Business,316,22,16.0,3,1,4,3,2,2,2,5,Neutral or Dissatisfied
10387,Female,45,Returning,Business,Business,316,58,55.0,5,4,5,4,5,4,3,4,Satisfied
10388,Female,49,Returning,Business,Business,3822,0,11.0,5,5,4,5,5,4,3,5,Satisfied
10389,Female,36,Returning,Business,Business,2086,0,0.0,4,4,2,5,5,3,3,5,Satisfied
10390,Male,32,First-time,Business,Business,517,0,7.0,3,3,5,3,5,2,2,4,Neutral or Dissatisfied
10391,Male,42,Returning,Business,Business,3457,5,0.0,4,3,5,1,3,2,5,1,Neutral or Dissatisfied
10392,Male,27,First-time,Business,Business,429,0,0.0,3,4,1,3,1,5,5,4,Neutral or Dissatisfied
10393,Male,48,Returning,Business,Business,74,0,0.0,3,4,5,4,4,4,5,4,Satisfied
10394,Male,52,Returning,Business,Business,2092,0,0.0,3,4,1,5,4,5,5,5,Satisfied
10395,Female,34,First-time,Business,Business,301,2,0.0,3,2,4,3,4,4,4,5,Neutral or Dissatisfied
10396,Male,56,Returning,Business,Business,2274,0,0.0,3,5,1,4,4,5,4,4,Satisfied
10397,Male,23,First-time,Business,Economy,166,0,0.0,4,5,2,3,4,5,5,4,Satisfied
10398,Male,41,Returning,Business,Business,667,0,0.0,3,4,5,4,4,4,2,4,Satisfied
10399,Female,32,First-time,Business,Business,667,2,0.0,5,1,3,4,4,4,4,4,Neutral or Dissatisfied
10400,Female,49,Returning,Business,Business,312,0,0.0,3,5,1,4,4,4,5,4,Satisfied
10401,Male,72,Returning,Business,Business,3928,10,5.0,4,4,4,5,5,3,5,5,Satisfied
10402,Female,47,Returning,Business,Business,3451,8,5.0,5,5,3,4,4,3,2,4,Satisfied
10403,Male,43,Returning,Business,Business,3146,0,0.0,3,5,1,5,4,4,2,5,Satisfied
10404,Male,22,First-time,Business,Business,224,0,8.0,4,5,5,3,3,4,4,5,Satisfied
10405,Female,58,Returning,Business,Business,2182,0,0.0,3,4,4,3,4,4,5,3,Satisfied
10406,Female,70,Returning,Business,Business,316,0,0.0,5,5,4,5,4,3,4,5,Satisfied
10407,Female,43,Returning,Business,Business,3383,0,0.0,5,5,1,4,4,4,5,4,Satisfied
10408,Female,23,First-time,Business,Economy,429,0,1.0,4,4,4,4,4,4,4,5,Neutral or Dissatisfied
10409,Female,53,Returning,Business,Business,429,3,0.0,3,5,3,4,5,3,3,4,Satisfied
10410,Male,40,Returning,Business,Business,201,0,0.0,4,4,2,4,5,3,3,5,Satisfied
10411,Male,28,First-time,Business,Business,247,25,17.0,5,2,3,3,5,5,5,5,Neutral or Dissatisfied
10412,Male,55,Returning,Business,Business,429,0,0.0,4,4,2,4,4,5,5,4,Satisfied
10413,Male,43,Returning,Business,Business,201,0,0.0,3,4,1,5,4,3,2,5,Satisfied
10414,Male,45,Returning,Business,Business,1883,66,58.0,3,4,2,4,5,5,2,4,Satisfied
10415,Male,41,Returning,Business,Business,3303,171,183.0,5,4,5,2,5,5,5,4,Satisfied
10416,Male,37,Returning,Business,Business,3540,0,0.0,4,4,2,3,4,4,3,3,Satisfied
10417,Female,60,Returning,Business,Business,1959,22,21.0,3,5,3,3,4,5,5,3,Satisfied
10418,Female,49,Returning,Business,Business,517,2,17.0,4,4,1,4,5,3,3,4,Satisfied
10419,Male,39,Returning,Business,Business,201,21,41.0,4,4,4,4,5,5,2,5,Satisfied
10420,Female,37,Returning,Business,Business,301,79,59.0,1,3,4,3,3,1,4,3,Neutral or Dissatisfied
10421,Male,59,Returning,Business,Business,2323,0,0.0,3,4,3,5,4,4,3,5,Satisfied
10422,Male,58,Returning,Business,Business,2479,0,0.0,4,4,1,5,4,5,5,5,Satisfied
10423,Male,51,Returning,Business,Business,158,0,0.0,4,5,1,3,5,5,5,3,Satisfied
10424,Male,55,Returning,Business,Business,191,0,0.0,4,5,4,5,4,4,2,4,Satisfied
10425,Female,50,Returning,Business,Business,3435,0,0.0,3,5,2,5,5,5,3,5,Satisfied
10426,Female,52,Returning,Business,Business,3089,15,18.0,4,4,1,5,4,4,2,2,Satisfied
10427,Male,54,Returning,Business,Business,3403,44,35.0,5,4,2,4,5,4,4,4,Satisfied
10428,Female,52,Returning,Business,Business,308,0,0.0,5,5,4,4,5,5,4,4,Satisfied
10429,Female,48,Returning,Business,Business,312,0,2.0,3,5,5,5,4,4,3,5,Satisfied
10430,Male,39,First-time,Business,Business,140,0,7.0,4,4,3,3,2,4,4,4,Satisfied
10431,Male,48,Returning,Business,Business,316,0,0.0,4,5,3,4,5,4,3,4,Satisfied
10432,Male,53,Returning,Business,Business,2069,0,12.0,4,5,3,5,4,4,3,4,Satisfied
10433,Male,60,Returning,Business,Business,2496,0,0.0,3,4,3,5,5,3,5,5,Satisfied
10434,Male,38,First-time,Business,Business,216,0,0.0,5,3,4,3,4,4,4,5,Neutral or Dissatisfied
10435,Female,52,Returning,Business,Business,1720,17,15.0,4,4,4,4,5,4,4,4,Satisfied
10436,Male,25,First-time,Business,Business,201,0,0.0,4,4,1,4,5,5,5,4,Satisfied
10437,Female,22,First-time,Business,Business,224,0,0.0,4,0,1,4,3,3,3,4,Satisfied
10438,Female,47,Returning,Business,Business,1717,10,4.0,3,4,5,4,5,5,2,4,Satisfied
10439,Female,42,Returning,Business,Business,1546,0,1.0,3,4,1,5,4,5,2,5,Satisfied
10440,Female,73,Returning,Business,Business,3096,0,0.0,5,5,4,4,5,5,5,4,Satisfied
10441,Female,42,Returning,Business,Business,140,18,2.0,5,4,5,5,4,3,3,5,Satisfied
10442,Male,33,First-time,Business,Business,201,65,100.0,3,2,1,4,4,4,4,5,Neutral or Dissatisfied
10443,Female,20,First-time,Business,Business,191,16,18.0,4,5,4,4,2,2,2,4,Satisfied
10444,Female,52,Returning,Business,Business,396,66,139.0,5,5,5,5,5,5,5,5,Satisfied
10445,Female,49,Returning,Business,Business,2497,0,0.0,3,4,5,5,5,3,5,5,Satisfied
10446,Female,47,Returning,Business,Business,3788,33,35.0,3,5,1,4,5,4,5,4,Satisfied
10447,Male,20,First-time,Business,Economy,224,0,0.0,3,1,5,3,1,2,2,5,Neutral or Dissatisfied
10448,Male,36,Returning,Business,Business,2011,0,0.0,5,4,2,4,5,5,5,4,Satisfied
10449,Female,35,Returning,Business,Business,3562,0,0.0,5,5,2,5,4,3,3,5,Satisfied
10450,Female,33,Returning,Business,Business,74,0,0.0,5,4,4,4,4,3,5,4,Satisfied
10451,Male,52,Returning,Business,Business,3571,1,0.0,5,4,4,4,5,5,2,4,Satisfied
10452,Female,54,Returning,Business,Business,158,0,0.0,5,5,5,4,5,3,3,4,Satisfied
10453,Female,48,Returning,Business,Business,201,0,0.0,4,4,4,5,4,3,2,5,Satisfied
10454,Female,55,Returning,Business,Business,191,0,0.0,4,4,1,4,4,4,2,5,Satisfied
10455,Female,40,Returning,Business,Business,429,0,0.0,4,4,2,5,5,4,5,5,Satisfied
10456,Female,48,Returning,Business,Business,2238,3,19.0,4,4,5,5,4,3,4,5,Satisfied
10457,Female,61,First-time,Business,Business,224,0,0.0,3,3,1,5,5,5,5,4,Neutral or Dissatisfied
10458,Female,61,Returning,Business,Business,3114,66,67.0,5,5,3,3,5,4,4,3,Satisfied
10459,Male,59,Returning,Business,Business,2086,22,14.0,3,4,1,4,4,3,5,4,Satisfied
10460,Male,39,Returning,Business,Business,224,0,0.0,3,4,4,5,4,3,4,5,Satisfied
10461,Male,55,Returning,Business,Business,308,14,4.0,3,5,4,4,5,4,5,4,Satisfied
10462,Male,26,First-time,Business,Business,429,0,0.0,3,1,5,3,5,5,5,5,Neutral or Dissatisfied
10463,Male,37,Returning,Business,Business,140,95,89.0,3,3,4,1,4,4,3,3,Neutral or Dissatisfied
10464,Male,50,Returning,Business,Business,2342,0,0.0,3,4,3,5,5,4,3,5,Satisfied
10465,Male,52,First-time,Business,Business,667,0,0.0,5,3,2,4,4,4,4,5,Neutral or Dissatisfied
10466,Female,28,Returning,Business,Business,1918,0,0.0,4,5,3,4,4,4,4,4,Satisfied
10467,Female,59,Returning,Business,Business,3539,64,55.0,5,4,2,3,5,4,3,3,Satisfied
10468,Male,53,Returning,Business,Business,312,5,8.0,3,5,1,4,4,4,4,4,Satisfied
10469,Male,54,Returning,Business,Business,312,0,0.0,5,5,2,5,4,5,5,5,Satisfied
10470,Male,50,Returning,Business,Business,3757,0,0.0,3,4,4,4,4,5,2,4,Satisfied
10471,Male,51,Returning,Business,Business,312,0,0.0,3,5,2,1,4,3,2,1,Satisfied
10472,Male,21,First-time,Business,Economy,316,0,0.0,3,3,1,5,1,1,1,4,Neutral or Dissatisfied
10473,Male,20,First-time,Business,Business,312,37,39.0,4,4,1,5,3,3,3,5,Satisfied
